judul,link,ringkasan,tanggal_publikasi,sumber,kata_kunci,domain,lokasi_kejadian,jenis_bencana,judul_bersih,datetime_utc,datetime_wib,datetime_wib_excel,tanggal_wib,waktu_wib,status_verifikasi,is_bencana,verified_by,verified_at,notes
"46 Siswa Ngawi Keracunan Menu MBG, Diduga dari Telur Puyuh Berbau - iNews.ID",https://news.google.com/rss/articles/CBMiogFBVV95cUxQOFBlR2s1UERnTGFJWWdxZ0JsNGdoSjB6OU9nOHFMNHVxdUx3aEc1NEplWUVBdkpKUkdaX3BXTTR6aHgyY3pPaU4tejFlLW9Cd3BSUEJZX0hhQlpFQ2ZONDkzX1dMTDN6dVFPSVpILS1ZNm5lMU1DUTFFXzlJMHl1Zmx4OG5WY0c0TW9hZkR3aEdOUE4tcS16NEp4MmptVS1uNVHSAaABQVVfeXFMT2hwY3BpS3ZNeVd1OTZ6S1RmQU50UHJjZ21Ca3JFa3FfclFVYXlqcU9FeGlnWGZMcG5pWFpmMGRFM3gwWktiVlVhMGpHa25XX1o3VS1iUklBLWM2ZzJtUFk0TkhlcHdGaURTWmJaY0NjYlpsVnZvWlpSeXJwOFp0ZDJrMWZ0VHppUDh0R2ZXVUhyYlBsU2laSTktcnRNaFdYdw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxQOFBlR2s1UERnTGFJWWdxZ0JsNGdoSjB6OU9nOHFMNHVxdUx3aEc1NEplWUVBdkpKUkdaX3BXTTR6aHgyY3pPaU4tejFlLW9Cd3BSUEJZX0hhQlpFQ2ZONDkzX1dMTDN6dVFPSVpILS1ZNm5lMU1DUTFFXzlJMHl1Zmx4OG5WY0c0TW9hZkR3aEdOUE4tcS16NEp4MmptVS1uNVHSAaABQVVfeXFMT2hwY3BpS3ZNeVd1OTZ6S1RmQU50UHJjZ21Ca3JFa3FfclFVYXlqcU9FeGlnWGZMcG5pWFpmMGRFM3gwWktiVlVhMGpHa25XX1o3VS1iUklBLWM2ZzJtUFk0TkhlcHdGaURTWmJaY0NjYlpsVnZvWlpSeXJwOFp0ZDJrMWZ0VHppUDh0R2ZXVUhyYlBsU2laSTktcnRNaFdYdw?oc=5"" target=""_blank"">46 Siswa Ngawi Keracunan Menu MBG, Diduga dari Telur Puyuh Berbau</a>&nbsp;&nbsp;<font color=""#6f6f6f"">iNews.ID</font>",2025-11-26T11:55:45+00:00,iNews.ID,keracunan,news.google.com,Ngawi,Lainnya,46 siswa ngawi keracunan menu mbg diduga dari telur puyuh berbau inews id,2025-11-26 11:55:45+00:00,2025-11-26 18:55:45+07:00,26-11-2025 18:55:45,26-11-2025,18:55:45,UNVERIFIED,,,,
"25 Orang Tewas akibat Banjir Bandang dan Longsor di Sumut, Tapanuli Tengah dan Selatan Terisolasi - Kompas.id",https://news.google.com/rss/articles/CBMiwgFBVV95cUxQLS1XZHJKOW90bERSNDFUWGlSNGJJT1hLQUFldlhtV2cwOXpSaWZXcnFvWWdualZSVU9ITEl4WEhlT0Rqd1VkcGk0S0NQYjM5UGJNUDhWaXJ3QzNVa2g0bGxGZHVkNndld1dWU3gyaUJPdTRJU2hJM0R4RHd5R0xqRWRmbFllM0cwOUR0NVVBdnBKdGNycEVoVzNVd2VMcVJzak9KbkNUN1c1N2h3ekhVMzJzakdudVh0bmhSVDNLZjNJQQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxQLS1XZHJKOW90bERSNDFUWGlSNGJJT1hLQUFldlhtV2cwOXpSaWZXcnFvWWdualZSVU9ITEl4WEhlT0Rqd1VkcGk0S0NQYjM5UGJNUDhWaXJ3QzNVa2g0bGxGZHVkNndld1dWU3gyaUJPdTRJU2hJM0R4RHd5R0xqRWRmbFllM0cwOUR0NVVBdnBKdGNycEVoVzNVd2VMcVJzak9KbkNUN1c1N2h3ekhVMzJzakdudVh0bmhSVDNLZjNJQQ?oc=5"" target=""_blank"">25 Orang Tewas akibat Banjir Bandang dan Longsor di Sumut, Tapanuli Tengah dan Selatan Terisolasi</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kompas.id</font>",2025-11-26T11:55:00+00:00,Kompas.id,banjir,news.google.com,Sumut,Banjir,25 orang tewas akibat banjir bandang dan longsor di sumut tapanuli tengah dan selatan terisolasi kompas id,2025-11-26 11:55:00+00:00,2025-11-26 18:55:00+07:00,26-11-2025 18:55:00,26-11-2025,18:55:00,UNVERIFIED,,,,
17 Siswa di Kendal Dilarikan ke RS Diduga Keracunan MBG - BeritaJateng.id,https://news.google.com/rss/articles/CBMikAFBVV95cUxPbGJLbVVCUkF6SVBwRHdBak9oY2JiTzZzLXVCaC1VNlF4SUdGQ3hHSnVPdUR4LVlqUjFNMWx3Zll1Y2g3R0N4ekRnOVZtaHVMcmFRRTEwdXRvSk9ETEpqNHA3UE0xcTFpVV9tWFpockdpQW9PalRrd2FIRVJ6UVJOOGVMZTE3RnpfSGxRVXhqWDk?oc=5,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxPbGJLbVVCUkF6SVBwRHdBak9oY2JiTzZzLXVCaC1VNlF4SUdGQ3hHSnVPdUR4LVlqUjFNMWx3Zll1Y2g3R0N4ekRnOVZtaHVMcmFRRTEwdXRvSk9ETEpqNHA3UE0xcTFpVV9tWFpockdpQW9PalRrd2FIRVJ6UVJOOGVMZTE3RnpfSGxRVXhqWDk?oc=5"" target=""_blank"">17 Siswa di Kendal Dilarikan ke RS Diduga Keracunan MBG</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BeritaJateng.id</font>",2025-11-26T11:54:14+00:00,BeritaJateng.id,keracunan,news.google.com,Kendal,Lainnya,17 siswa di kendal dilarikan ke rs diduga keracunan mbg beritajateng id,2025-11-26 11:54:14+00:00,2025-11-26 18:54:14+07:00,26-11-2025 18:54:14,26-11-2025,18:54:14,UNVERIFIED,,,,
"Korban banjir dan longsor di Sumut bertambah jadi 13, tiga warga masih hilang - Anadolu Ajansı",https://news.google.com/rss/articles/CBMitgFBVV95cUxOSVhRdy1aQXlSaHNNVldHMTVxOXJHTkRHSXpwX0FENTFad1JKNnJGeFZmT0phaWstQXg0Mnl5MVJCbng2NC1JdFlFa2pJTjFsQU9HaVFIRS1vRVRjdzJqVG5ldDFyb2lod1Y1SVFJcXlmVGJmSkQxTlFlX2ZFU3o3enBVTzdDN21QbUpkaEhtOFhWbng5T2VTSS1YaEhuQW50bHoyWFpXaFYyNEozVExOaTROTVg2dw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxOSVhRdy1aQXlSaHNNVldHMTVxOXJHTkRHSXpwX0FENTFad1JKNnJGeFZmT0phaWstQXg0Mnl5MVJCbng2NC1JdFlFa2pJTjFsQU9HaVFIRS1vRVRjdzJqVG5ldDFyb2lod1Y1SVFJcXlmVGJmSkQxTlFlX2ZFU3o3enBVTzdDN21QbUpkaEhtOFhWbng5T2VTSS1YaEhuQW50bHoyWFpXaFYyNEozVExOaTROTVg2dw?oc=5"" target=""_blank"">Korban banjir dan longsor di Sumut bertambah jadi 13, tiga warga masih hilang</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Anadolu Ajansı</font>",2025-11-26T11:52:55+00:00,Anadolu Ajansı,tanah longsor,news.google.com,Sumut,Banjir,korban banjir dan longsor di sumut bertambah jadi 13 tiga warga masih hilang anadolu ajansı,2025-11-26 11:52:55+00:00,2025-11-26 18:52:55+07:00,26-11-2025 18:52:55,26-11-2025,18:52:55,UNVERIFIED,,,,
"Bencana Sumut Belum Berakhir, BMKG Peringatkan Bibit Siklon Tropis 95B Picu Hujan Ekstrem dan Angin Kencang di Aceh, Sumatera Utara, Sumbar, dan Riau - Konteks.co.id - Konteks.co.id",https://news.google.com/rss/articles/CBMilgJBVV95cUxNLUFfaGpBS1JacWt4SUdrNm5iT2ZmUkZ0NUVOYVBSVTd1Z0ZIdHY3XzlFM2FOcDB1UWN1bnhsLW9majlEV1VlNjgxWUt4QTk3UjRnMDl4ZEJWcWdpaG1MVmJYVHprNWlRV2tuck4wZktwS2NTRXVLWVBidC0xcUlrWEhtd1BUMWJIV0R1WnZsc3NfVFU5TlZWX09SeDN3SlBxUFpkVUxEclF0eVRDOF9kNTVPZkdtbDY3bjlMeEpsTzgxclJTVEE4dEc4Wk9RckVhWDdNNWtJb1RDa3JjRk16dG56QkhURUsyVE52LVJScGo1akxYUzF3SDZfUjhJcV9LMEpwWHZ0S3JfN2hUa2NUV01ZUkpmd9IBmwJBVV95cUxNME0zMmNkbXREMmtkVlRHakVBaTN3OTBWOGFVWE9mYWo2TVMwZXJ2b3dvWTBhQVVxbk5fcGxFODBXNXVyVjRoQnRkSnM5NzgtQk1XV2h1dnlXNnVlN3FRa2twYjFKZ3paTm9lMm85WTZMT2hVRW5TTkxHWkV3cW9vaFJwRjY3MWt0TkFkeDdwMjNtS2IwWXNVT083cFFiR2VsSF9EZmQ5VkRNMVJDVTZZZFJOZTZ0WHozSVNPMFRCMXBVODRsclNLNDhfdUNiSXgyZkNmZmV1WDVZMmhNb2g3VWJDMzRMRFhINFlfU01HNmFRRFFadUZvOHlwZWRhOVNuY095MExVWDFqWDlTSWFXaWQyUjFJT2MyTTlr?oc=5,"<a href=""https://news.google.com/rss/articles/CBMilgJBVV95cUxNLUFfaGpBS1JacWt4SUdrNm5iT2ZmUkZ0NUVOYVBSVTd1Z0ZIdHY3XzlFM2FOcDB1UWN1bnhsLW9majlEV1VlNjgxWUt4QTk3UjRnMDl4ZEJWcWdpaG1MVmJYVHprNWlRV2tuck4wZktwS2NTRXVLWVBidC0xcUlrWEhtd1BUMWJIV0R1WnZsc3NfVFU5TlZWX09SeDN3SlBxUFpkVUxEclF0eVRDOF9kNTVPZkdtbDY3bjlMeEpsTzgxclJTVEE4dEc4Wk9RckVhWDdNNWtJb1RDa3JjRk16dG56QkhURUsyVE52LVJScGo1akxYUzF3SDZfUjhJcV9LMEpwWHZ0S3JfN2hUa2NUV01ZUkpmd9IBmwJBVV95cUxNME0zMmNkbXREMmtkVlRHakVBaTN3OTBWOGFVWE9mYWo2TVMwZXJ2b3dvWTBhQVVxbk5fcGxFODBXNXVyVjRoQnRkSnM5NzgtQk1XV2h1dnlXNnVlN3FRa2twYjFKZ3paTm9lMm85WTZMT2hVRW5TTkxHWkV3cW9vaFJwRjY3MWt0TkFkeDdwMjNtS2IwWXNVT083cFFiR2VsSF9EZmQ5VkRNMVJDVTZZZFJOZTZ0WHozSVNPMFRCMXBVODRsclNLNDhfdUNiSXgyZkNmZmV1WDVZMmhNb2g3VWJDMzRMRFhINFlfU01HNmFRRFFadUZvOHlwZWRhOVNuY095MExVWDFqWDlTSWFXaWQyUjFJT2MyTTlr?oc=5"" target=""_blank"">Bencana Sumut Belum Berakhir, BMKG Peringatkan Bibit Siklon Tropis 95B Picu Hujan Ekstrem dan Angin Kencang di Aceh, Sumatera Utara, Sumbar, dan Riau - Konteks.co.id</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Konteks.co.id</font>",2025-11-26T11:48:23+00:00,Konteks.co.id,angin kencang,news.google.com,Sumatera Utara,Angin Kencang,bencana sumut belum berakhir bmkg peringatkan bibit siklon tropis 95b picu hujan ekstrem dan angin kencang di aceh sumatera utara sumbar dan riau konteks co id konteks co id,2025-11-26 11:48:23+00:00,2025-11-26 18:48:23+07:00,26-11-2025 18:48:23,26-11-2025,18:48:23,UNVERIFIED,,,,
"FPRB Tanjung Benoa Diundang ke Forum Tsunami Dunia, BPBD Badung: Prestasi Global dan Inspirasi Lokal - BALIPOST.com",https://news.google.com/rss/articles/CBMijgFBVV95cUxQa0xHeXlKTHN6M1RGSjNyaGpKNU1hcUh0QU4yZ0xWLTVfdVREb3lUZERLRFZnVUVKSi15WG5mS0VsWGRNaTVvaGZ6Zk5MNEowNS1Lc3BZcGVPVGRTWURkUTllQndOblhOZ0VXbzNQYTdydy1ldXZWc09sMC13T3JRNEpndDhNSEtwNmUwN2VR?oc=5,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxQa0xHeXlKTHN6M1RGSjNyaGpKNU1hcUh0QU4yZ0xWLTVfdVREb3lUZERLRFZnVUVKSi15WG5mS0VsWGRNaTVvaGZ6Zk5MNEowNS1Lc3BZcGVPVGRTWURkUTllQndOblhOZ0VXbzNQYTdydy1ldXZWc09sMC13T3JRNEpndDhNSEtwNmUwN2VR?oc=5"" target=""_blank"">FPRB Tanjung Benoa Diundang ke Forum Tsunami Dunia, BPBD Badung: Prestasi Global dan Inspirasi Lokal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BALIPOST.com</font>",2025-11-26T11:37:22+00:00,BALIPOST.com,tsunami,news.google.com,Badung,Tsunami,fprb tanjung benoa diundang ke forum tsunami dunia bpbd badung prestasi global dan inspirasi lokal balipost com,2025-11-26 11:37:22+00:00,2025-11-26 18:37:22+07:00,26-11-2025 18:37:22,26-11-2025,18:37:22,UNVERIFIED,,,,
9 Daerah di Aceh Tetapkan Status Darurat Bencana Banjir - CNN Indonesia,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPbTJaMEdyVE5YWW5tWUZpdU9EakhnOHBTY1JIbjgzUVZhWnVCMDZONHFNa2hyZDJpZmVHSGFwYVVMVGdZbFZ6R28wclQwZkNtYWtsMWJJVlZ5UDJoWU5TSnVyeXFnYjlWSTRJY2E0LVkyT2Z3d0xVNW9ycVJFV3VXb3lRSGNFR2Y1RVNnU0FadVROaXFTNFZRVk1JNnp3U0I4Y0FsRU5xZnpiTy1EMGRUUjh6THl1dFhTVjhn0gHAAUFVX3lxTE1PSjlSNVpOMkxFaFZpUWVzakplbEx1bW5rN2VEcU5IdFlEVUpJRmp0Yi1ZT2Q1b0JmR1c5MkhORUg1V0g0d1JYUEJzcU16Q2JRMVhONS1TR3Y1LXZmbmRGbTladTlGeWxNQlpUZ1Uzby1TR192YnJJTUZYN013eE9Kc01GNUZTYnBBbE44dS1veDBpeHN1d002NnRTekVFSjE1Y0szVEtiVXFMS01SdXktcTdoM1BQSzBRR21ZLVZQMw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxPbTJaMEdyVE5YWW5tWUZpdU9EakhnOHBTY1JIbjgzUVZhWnVCMDZONHFNa2hyZDJpZmVHSGFwYVVMVGdZbFZ6R28wclQwZkNtYWtsMWJJVlZ5UDJoWU5TSnVyeXFnYjlWSTRJY2E0LVkyT2Z3d0xVNW9ycVJFV3VXb3lRSGNFR2Y1RVNnU0FadVROaXFTNFZRVk1JNnp3U0I4Y0FsRU5xZnpiTy1EMGRUUjh6THl1dFhTVjhn0gHAAUFVX3lxTE1PSjlSNVpOMkxFaFZpUWVzakplbEx1bW5rN2VEcU5IdFlEVUpJRmp0Yi1ZT2Q1b0JmR1c5MkhORUg1V0g0d1JYUEJzcU16Q2JRMVhONS1TR3Y1LXZmbmRGbTladTlGeWxNQlpUZ1Uzby1TR192YnJJTUZYN013eE9Kc01GNUZTYnBBbE44dS1veDBpeHN1d002NnRTekVFSjE1Y0szVEtiVXFMS01SdXktcTdoM1BQSzBRR21ZLVZQMw?oc=5"" target=""_blank"">9 Daerah di Aceh Tetapkan Status Darurat Bencana Banjir</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN Indonesia</font>",2025-11-26T11:36:41+00:00,CNN Indonesia,banjir,news.google.com,Aceh,Banjir,9 daerah di aceh tetapkan status darurat bencana banjir cnn indonesia,2025-11-26 11:36:41+00:00,2025-11-26 18:36:41+07:00,26-11-2025 18:36:41,26-11-2025,18:36:41,UNVERIFIED,,,,
"Wabup Ngada Sesali Kasus Keracunan MBG, Operasional Dapur SPPG Dihentikan Sementara - Pos-kupang.com",https://news.google.com/rss/articles/CBMizAFBVV95cUxNV1pYS2NKa29jVXAwWTdjdmtlb25ISGF0TGxvU1hyVU5YWWJ2alloaE9fT3B3Wm5odGk0MmVVbzJDTDIwZG9yOThyenIwVDVtR3lxclNjSzZ0cXZxMFJGS21wVk4zZTBBUXN6QjBSbFlSbWd4QVJJQmhjeXhsUW5ydGZULVFHOE1VNEFUVEhlbzk4N2MyanA0X01vc3dnbloxUWxGN3dBOERtV00wdGVIWFh2cmRoS3JDUjRzbF9LQTlIcjBVNnRLbnZWSTE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxNV1pYS2NKa29jVXAwWTdjdmtlb25ISGF0TGxvU1hyVU5YWWJ2alloaE9fT3B3Wm5odGk0MmVVbzJDTDIwZG9yOThyenIwVDVtR3lxclNjSzZ0cXZxMFJGS21wVk4zZTBBUXN6QjBSbFlSbWd4QVJJQmhjeXhsUW5ydGZULVFHOE1VNEFUVEhlbzk4N2MyanA0X01vc3dnbloxUWxGN3dBOERtV00wdGVIWFh2cmRoS3JDUjRzbF9LQTlIcjBVNnRLbnZWSTE?oc=5"" target=""_blank"">Wabup Ngada Sesali Kasus Keracunan MBG, Operasional Dapur SPPG Dihentikan Sementara</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pos-kupang.com</font>",2025-11-26T11:30:34+00:00,Pos-kupang.com,keracunan,news.google.com,Kupang,Lainnya,wabup ngada sesali kasus keracunan mbg operasional dapur sppg dihentikan sementara pos kupang com,2025-11-26 11:30:34+00:00,2025-11-26 18:30:34+07:00,26-11-2025 18:30:34,26-11-2025,18:30:34,UNVERIFIED,,,,
Beni Warlis Kunjungi Warga Lurah dalam Kecamatan Palupuah yang Terdampak Bencana Alam - Gaya Bekasi,https://news.google.com/rss/articles/CBMirAFBVV95cUxOSGFqeGZ5QVk3ZXNoeTRVUjQwQ285bEVQTDR3cDY1cXZzVVR6R25BMDE1Rlc0Y2Z5dm1rM3U0VjB6RWFjQW5ueVFSTmx6MGJMWTdnSFRvc3Zmd0l2NmdrUFFkRFJkVUNiVXNLLUdWZ1hBZDBLeFBFSnNVRUJEbDhmaVRFZ19RVGFBMXVTelN1Yk45dUNXUGVQRTZPSzZyNzRHRXhDYU9ZWVZLaEdR?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxOSGFqeGZ5QVk3ZXNoeTRVUjQwQ285bEVQTDR3cDY1cXZzVVR6R25BMDE1Rlc0Y2Z5dm1rM3U0VjB6RWFjQW5ueVFSTmx6MGJMWTdnSFRvc3Zmd0l2NmdrUFFkRFJkVUNiVXNLLUdWZ1hBZDBLeFBFSnNVRUJEbDhmaVRFZ19RVGFBMXVTelN1Yk45dUNXUGVQRTZPSzZyNzRHRXhDYU9ZWVZLaEdR?oc=5"" target=""_blank"">Beni Warlis Kunjungi Warga Lurah dalam Kecamatan Palupuah yang Terdampak Bencana Alam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gaya Bekasi</font>",2025-11-26T11:22:23+00:00,Gaya Bekasi,bencana alam,news.google.com,Bekasi,Lainnya,beni warlis kunjungi warga lurah dalam kecamatan palupuah yang terdampak bencana alam gaya bekasi,2025-11-26 11:22:23+00:00,2025-11-26 18:22:23+07:00,26-11-2025 18:22:23,26-11-2025,18:22:23,UNVERIFIED,,,,
Video: Longsor di Kampus UIN Imam Bonjol Padang Timpa 4 Mobil dan 3 Motor - 20detik,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOZFBCVUt6RVlvSUUwblk4WVdVeHNZYm1NcVNKczRHcDRka3RWRmVFS1EtbmJTd01rU2ZHdHFmcEd5YldqXzg1NUJUQ1pDMF9YRkZuNElMcW9rTy1McEF5d0o2OU9GbVdEeHZ0ZUt6SHdfTmJvYjhkWUt2dzFfS3VScnVpV016RjhsSjE0ZVBFeDF5dlVLMDNtYkpSU3VrcTEtOUtwNEtqaHRhcFZ5UzlsazczNHNBM2dYUFVTSTBna0pUZw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxOZFBCVUt6RVlvSUUwblk4WVdVeHNZYm1NcVNKczRHcDRka3RWRmVFS1EtbmJTd01rU2ZHdHFmcEd5YldqXzg1NUJUQ1pDMF9YRkZuNElMcW9rTy1McEF5d0o2OU9GbVdEeHZ0ZUt6SHdfTmJvYjhkWUt2dzFfS3VScnVpV016RjhsSjE0ZVBFeDF5dlVLMDNtYkpSU3VrcTEtOUtwNEtqaHRhcFZ5UzlsazczNHNBM2dYUFVTSTBna0pUZw?oc=5"" target=""_blank"">Video: Longsor di Kampus UIN Imam Bonjol Padang Timpa 4 Mobil dan 3 Motor</a>&nbsp;&nbsp;<font color=""#6f6f6f"">20detik</font>",2025-11-26T11:20:21+00:00,20detik,longsor,news.google.com,Padang,Tanah Longsor,video longsor di kampus uin imam bonjol padang timpa 4 mobil dan 3 motor 20detik,2025-11-26 11:20:21+00:00,2025-11-26 18:20:21+07:00,26-11-2025 18:20:21,26-11-2025,18:20:21,UNVERIFIED,,,,
"Kerugian Akibat Bencana Alam Sumbar Tembus Rp4,91 Miliar - RRI.co.id",https://news.google.com/rss/articles/CBMiowFBVV95cUxObEVhVDdUTUdES1FfVTJFMkJmOC1PT2FoMW9RUktEOFhWUGN3OXY3dGZrU2NoMmVVa2lqRXpRZ3BGTS1vM2xiNTU2Zl82dWRySVZnamVpX2NhSXB5R0FneTFNai0yQ09HcDdWREo3ZkVna1pmb29fY3FlZE5vc3R1NXd4VFdMeWtHZy1OY0dpenZ5YWJucnhOX0xiZTM5Tk5uNzE4?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxObEVhVDdUTUdES1FfVTJFMkJmOC1PT2FoMW9RUktEOFhWUGN3OXY3dGZrU2NoMmVVa2lqRXpRZ3BGTS1vM2xiNTU2Zl82dWRySVZnamVpX2NhSXB5R0FneTFNai0yQ09HcDdWREo3ZkVna1pmb29fY3FlZE5vc3R1NXd4VFdMeWtHZy1OY0dpenZ5YWJucnhOX0xiZTM5Tk5uNzE4?oc=5"" target=""_blank"">Kerugian Akibat Bencana Alam Sumbar Tembus Rp4,91 Miliar</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RRI.co.id</font>",2025-11-26T11:18:00+00:00,RRI.co.id,bencana alam,news.google.com,Sumbar,Lainnya,kerugian akibat bencana alam sumbar tembus rp4 91 miliar rri co id,2025-11-26 11:18:00+00:00,2025-11-26 18:18:00+07:00,26-11-2025 18:18:00,26-11-2025,18:18:00,UNVERIFIED,,,,
"Gempa 4,1 Magnitudo Landa Bali, Berpusat di Kuta Selatan - law-justice.co",https://news.google.com/rss/articles/CBMimAFBVV95cUxNUXNQbzBLOVZPaGRXOFFWVlNqVHYxSGhENkhHSlVVMmF6SHFTTDlBOVRWTkVybFR0RldQUGkxSHBkVzJhOVEzR2hwVWNKdFU2WGM4bWRYcERpVUpOdGpfNm85MUZmTmtrY1VibW84UVZpYjdnd09ETEFvbGI0eUVEZkJQZU95TXM5dlVpZ3BFMnhBMWZNNGRKNdIBmAFBVV95cUxNUXNQbzBLOVZPaGRXOFFWVlNqVHYxSGhENkhHSlVVMmF6SHFTTDlBOVRWTkVybFR0RldQUGkxSHBkVzJhOVEzR2hwVWNKdFU2WGM4bWRYcERpVUpOdGpfNm85MUZmTmtrY1VibW84UVZpYjdnd09ETEFvbGI0eUVEZkJQZU95TXM5dlVpZ3BFMnhBMWZNNGRKNQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxNUXNQbzBLOVZPaGRXOFFWVlNqVHYxSGhENkhHSlVVMmF6SHFTTDlBOVRWTkVybFR0RldQUGkxSHBkVzJhOVEzR2hwVWNKdFU2WGM4bWRYcERpVUpOdGpfNm85MUZmTmtrY1VibW84UVZpYjdnd09ETEFvbGI0eUVEZkJQZU95TXM5dlVpZ3BFMnhBMWZNNGRKNdIBmAFBVV95cUxNUXNQbzBLOVZPaGRXOFFWVlNqVHYxSGhENkhHSlVVMmF6SHFTTDlBOVRWTkVybFR0RldQUGkxSHBkVzJhOVEzR2hwVWNKdFU2WGM4bWRYcERpVUpOdGpfNm85MUZmTmtrY1VibW84UVZpYjdnd09ETEFvbGI0eUVEZkJQZU95TXM5dlVpZ3BFMnhBMWZNNGRKNQ?oc=5"" target=""_blank"">Gempa 4,1 Magnitudo Landa Bali, Berpusat di Kuta Selatan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">law-justice.co</font>",2025-11-26T11:15:00+00:00,law-justice.co,gempa bumi,news.google.com,Bali,Gempa Bumi,gempa 4 1 magnitudo landa bali berpusat di kuta selatan law justice co,2025-11-26 11:15:00+00:00,2025-11-26 18:15:00+07:00,26-11-2025 18:15:00,26-11-2025,18:15:00,UNVERIFIED,,,,
BPBDMintaWargaWaspadaBanjirRobdiRawajituUtara - https://radarlampung.bacakoran.co/ - Baca Koran Radar Lampung,https://news.google.com/rss/articles/CBMinwFBVV95cUxOMW1udXd3TTJhdnQyUllWMGRrc1l6RmcxZTBPZjdxay1DbG9FcHV1RTB1ZjJsOFJibGxRNklCVlplVEZ6M241Uk5UUDl6Rm9mb0wyVW1JVnFqWDBTZThZUEZ2dGk3ZkRRaUxfRTN5TWVoRTlBcDh5bld4RHhhUE5Ha3dISTBfcnpwekZqdHlkbVhMTGwxbEtMa2tLLUpqRUnSAZ4BQVVfeXFMT1Bwc2FBRzlqRUZzOTVmUkNYOTRaWlFiRXRFNGExSmZFTU14UWNEbHZmOXBvekdmdWlwa0lkdmZzU2U1bk5zNWZWa2pRcEQ2WnN5V2U3RldTUUhhbHBiTzJReVZsMlQ3bFJhNFdmeTgzTnhqOGtGU2hmcG4tR0cxLXBpMzhwcnNfbmtkSktlNnM2QWdrRlVUQ25XLWlnLWc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxOMW1udXd3TTJhdnQyUllWMGRrc1l6RmcxZTBPZjdxay1DbG9FcHV1RTB1ZjJsOFJibGxRNklCVlplVEZ6M241Uk5UUDl6Rm9mb0wyVW1JVnFqWDBTZThZUEZ2dGk3ZkRRaUxfRTN5TWVoRTlBcDh5bld4RHhhUE5Ha3dISTBfcnpwekZqdHlkbVhMTGwxbEtMa2tLLUpqRUnSAZ4BQVVfeXFMT1Bwc2FBRzlqRUZzOTVmUkNYOTRaWlFiRXRFNGExSmZFTU14UWNEbHZmOXBvekdmdWlwa0lkdmZzU2U1bk5zNWZWa2pRcEQ2WnN5V2U3RldTUUhhbHBiTzJReVZsMlQ3bFJhNFdmeTgzTnhqOGtGU2hmcG4tR0cxLXBpMzhwcnNfbmtkSktlNnM2QWdrRlVUQ25XLWlnLWc?oc=5"" target=""_blank"">BPBDMintaWargaWaspadaBanjirRobdiRawajituUtara - https://radarlampung.bacakoran.co/</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Baca Koran Radar Lampung</font>",2025-11-26T11:14:00+00:00,Baca Koran Radar Lampung,banjir rob,news.google.com,Lampung,Banjir,bpbdmintawargawaspadabanjirrobdirawajituutara https radarlampung bacakoran co baca koran radar lampung,2025-11-26 11:14:00+00:00,2025-11-26 18:14:00+07:00,26-11-2025 18:14:00,26-11-2025,18:14:00,UNVERIFIED,,,,
